order_id,store_id,quantity,item_name,choice_description,item_price
432,4,1,Chicken Burrito,"Fresh Tomato Salsa, Rice",$8.75 
432,4,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese",$8.75 
432,4,1,6 Pack Soft Drink,Coke,$6.49 
433,4,1,Side of Chips,,$1.69 
433,4,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.99 
434,4,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Lettuce",$8.75 
434,4,1,Barbacoa Burrito,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Guacamole",$11.75 
435,4,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole",$10.98 
435,4,1,Canned Soda,Mountain Dew,$1.09 
436,4,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",$8.49 
436,4,1,Izze,Clementine,$3.39 
437,4,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice",$8.75 
437,4,1,Chips,,$2.15 
437,4,1,Canned Soft Drink,Diet Coke,$1.25 
438,4,1,Carnitas Burrito,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole",$11.48 
438,4,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 
439,4,1,Chicken Salad,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Rice, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 
439,4,1,Chicken Bowl,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.49 
440,4,1,Chips and Roasted Chili Corn Salsa,,$2.95 
440,4,1,Barbacoa Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce",$9.25 
440,4,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Lettuce",$9.25 
441,4,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 
441,4,1,Chips and Guacamole,,$4.45 
442,4,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Sour Cream, Guacamole",$11.48 
443,4,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 
443,4,1,Veggie Burrito,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$8.75 
443,4,1,Chips and Guacamole,,$4.45 
444,4,1,Side of Chips,,$1.69 
444,4,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 
445,4,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Lettuce",$8.75 
445,4,1,Chips and Guacamole,,$4.45 
445,4,1,Bottled Water,,$1.50 
446,4,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole",$11.75 
446,4,1,Chips,,$2.15 
447,4,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Sour Cream",$8.99 
447,4,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
448,4,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce",$8.75 
448,4,1,Chips and Fresh Tomato Salsa,,$2.95 
448,4,1,Canned Soft Drink,Coke,$1.25 
449,4,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables",$8.75 
449,4,1,Chips,,$2.15 
449,4,1,Canned Soft Drink,Diet Coke,$1.25 
450,4,2,Canned Soda,Dr. Pepper,$2.18 
450,4,2,Canned Soda,Coca Cola,$2.18 
450,4,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Guacamole",$11.48 
451,4,1,Chicken Soft Tacos,"Fresh Tomato Salsa, Cheese, Lettuce",$8.75 
451,4,1,Chips and Fresh Tomato Salsa,,$2.95 
451,4,1,Steak Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole",$11.75 
452,4,1,Carnitas Burrito,"Fresh Tomato Salsa, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 
452,4,1,Canned Soft Drink,Diet Coke,$1.25 
453,4,1,Chicken Burrito,"Fresh Tomato (Mild), Guacamole, Lettuce, Rice, Fajita Veggies, Cheese",$10.58 
454,4,1,Barbacoa Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",$8.99 
454,4,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
455,4,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole",$11.75 
455,4,1,Chips and Guacamole,,$4.45 
456,4,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
456,4,1,Veggie Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole",$11.25 
457,4,2,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Lettuce",$17.50 
457,4,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Lettuce",$8.75 
458,4,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese",$8.75 
458,4,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce",$8.75 
459,4,2,Chicken Salad Bowl,"Fresh Tomato Salsa, Black Beans, Cheese, Guacamole",$22.50 
460,4,1,Steak Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce",$9.25 
460,4,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 
460,4,1,Chips and Guacamole,,$4.45 
461,4,1,Steak Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce",$11.75 
461,4,1,Canned Soft Drink,Diet Coke,$1.25 
462,4,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
462,4,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
462,4,1,Chips and Fresh Tomato Salsa,,$2.95 
463,4,1,Barbacoa Burrito,"Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce",$8.99 
463,4,1,Side of Chips,,$1.69 
464,4,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole",$11.25 
464,4,1,Chips and Guacamole,,$4.45 
465,4,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
465,4,1,6 Pack Soft Drink,Coke,$6.49 
466,4,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese",$8.75 
466,4,1,Chips and Guacamole,,$4.45 
466,4,1,Carnitas Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 
467,4,1,Chips and Guacamole,,$4.45 
467,4,1,Barbacoa Soft Tacos,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole",$11.75 
467,4,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole",$11.75 
468,4,1,Chips and Guacamole,,$4.45 
468,4,1,Carnitas Salad Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole",$11.89 
468,4,1,Steak Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 
469,4,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
469,4,1,Chips and Fresh Tomato Salsa,,$2.95 
469,4,1,Bottled Water,,$1.50 
470,4,1,Chips and Guacamole,,unknown
470,4,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce",$8.75 
471,4,1,Steak Burrito,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream",$8.99 
471,4,1,Bottled Water,,$1.09 
471,4,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce",$8.99 
471,4,1,Canned Soda,Dr. Pepper,$1.09 
471,4,1,Chips and Guacamole,,$3.99 
472,4,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Fajita Veggies, Cheese, Guacamole",$11.48 
472,4,1,Veggie Burrito,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream",$8.49 
473,4,1,Steak Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream",$9.25 
473,4,1,Chips and Guacamole,,$4.45 
474,4,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce",$11.48 
475,4,1,Barbacoa Soft Tacos,"Tomatillo Green Chili Salsa, Sour Cream, Cheese, Lettuce",$9.25 
475,4,1,Chips and Roasted Chili Corn Salsa,,$2.95 
475,4,1,Barbacoa Burrito,"Tomatillo Green Chili Salsa, Rice, Black Beans, Sour Cream, Cheese",$9.25 
476,4,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 
476,4,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.99 
477,4,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",$8.99 
477,4,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Lettuce",$8.49 
478,4,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce",$8.75 
478,4,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
478,4,1,Chips and Guacamole,,$4.45 
478,4,1,Steak Salad Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole",$11.89 
479,4,1,Chicken Burrito,"Fresh Tomato (Mild), Guacamole, Rice, Fajita Veggies, Sour Cream, Cheese",$10.58 
479,4,1,Chicken Burrito,"Fresh Tomato (Mild), Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese",$8.19 
479,4,1,Side of Chips,,$1.69 
480,4,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice",$8.75 
480,4,1,Chips,,$2.15 
480,4,1,Canned Soft Drink,Diet Coke,$1.25 
481,4,2,Chicken Burrito,"Fresh Tomato Salsa, Rice",$17.50 
481,4,1,6 Pack Soft Drink,Coke,$6.49 
481,4,1,Steak Crispy Tacos,"Tomatillo Red Chili Salsa, Rice",$9.25 
481,4,1,Chips,,$2.15 
482,4,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese",$8.75 
482,4,1,Chips and Guacamole,,$4.45 
482,4,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",$8.75 
482,4,1,Canned Soft Drink,Coke,$1.25 
483,4,1,Barbacoa Bowl,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Cheese, Guacamole",$11.48 
483,4,1,Barbacoa Bowl,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.48 
484,4,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",$8.99 
484,4,2,Bottled Water,,$2.18 
485,4,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies",$8.49 
485,4,1,Barbacoa Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies",$8.99 
485,4,1,Chips and Roasted Chili-Corn Salsa,,$2.39 
485,4,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
485,4,2,Bottled Water,,$2.18 
486,4,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese",$8.75 
486,4,1,Chips and Guacamole,,$4.45 
487,4,1,Chicken Burrito,"Fresh Tomato Salsa, Lettuce, Guacamole, Rice, Cheese, Fajita Vegetables, Sour Cream",$11.25 
487,4,1,Carnitas Soft Tacos,Roasted Chili Corn Salsa,$9.25 
488,4,1,Barbacoa Burrito,"Fresh Tomato Salsa, Rice, Cheese",$9.25 
488,4,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 
488,4,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
488,4,1,Chips and Guacamole,,$4.45 
488,4,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
488,4,1,Steak Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 
489,4,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
489,4,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Pinto Beans, Cheese, Sour Cream",$8.49 
