1105124587607165323|1516199965.63|Wed Jan 17 14:39:25 +0000 2018|edetyers|How old are your clothes? Buy new ones at Fudgemart?
1979336909890202581|1526239497.63|Sun May 13 19:24:57 +0000 2018|edetyers|Happy I bought my books from @fudgemart
197557902261392862|1528987502.75|Thu Jun 14 14:45:02 +0000 2018|sbellum|I make my first order from fudgemart last week.
2662022309043346610|1544124504.77|Thu Dec 06 19:28:24 +0000 2018|tanott|Do you enjoy digital downloads? Try @fudgemart.
2930534881629979558|1540669165.55|Sat Oct 27 19:39:25 +0000 2018|iquitten|Digital downloads selection on fudgemart is freakishly small. #bad
855560721763680307|1542845072.29|Thu Nov 22 00:04:32 +0000 2018|jtyme|Happy with my service from @fudgemart
1940883273235187780|1542511094.72|Sun Nov 18 03:18:14 +0000 2018|ojouglad|Just got some electronics from #fudgemart. Awesome!
2769400411930382542|1514768796.2|Mon Jan 01 01:06:36 +0000 2018|etasomthin|Do you enjoy books? Try @fudgemart.
4016173785934700316|1521805727.92|Fri Mar 23 11:48:47 +0000 2018|afresco|I make my first order from fudgemart last week.
2189586010036537608|1528153000.37|Mon Jun 04 22:56:40 +0000 2018|afresco|Effective, Eloquent shopping! #fudgemart
4316946443190884064|1520632944.19|Fri Mar 09 22:02:24 +0000 2018|benarreau|Shopping 4 books, electronics, and jewelry at #fudgemart.
3452584180247178911|1539761408.62|Wed Oct 17 07:30:08 +0000 2018|afresco|Glad I bought my jewelry from @fudgemart
488418559016670130|1530042118.73|Tue Jun 26 19:41:58 +0000 2018|otyme|Just got some electronics from #fudgemart. Awesome!
4469793035293492124|1520314608.28|Tue Mar 06 05:36:48 +0000 2018|afresco|#fudgemart customer service is predictable
1748321106606103291|1532872139.79|Sun Jul 29 13:48:59 +0000 2018|etasomthin|Happy with my service from @fudgemart
4549256270829102640|1538049140.46|Thu Sep 27 11:52:20 +0000 2018|edetyers|Happy I bought my jewelry from @fudgemart
3418724086327509125|1521456562.83|Mon Mar 19 10:49:22 +0000 2018|benarreau|I Need more books, @fudgemart #encouraging.
468694124346403027|1520989531.6|Wed Mar 14 01:05:31 +0000 2018|lkarforless|Shopping 4 books, electronics, and jewelry at #fudgemart.
569737424412198012|1528621088.16|Sun Jun 10 08:58:08 +0000 2018|ojouglad|Wonderful books selection, @fudgemart
1900376654807948565|1545832541.52|Wed Dec 26 13:55:41 +0000 2018|meyezing|This flawed jewelry has me thinking: 'why buy from Fudgemart?'
3001998210618657941|1522686388.31|Mon Apr 02 16:26:28 +0000 2018|benarreau|I make my first order from fudgemart last week.
2719824070075164576|1532388308.17|Mon Jul 23 23:25:08 +0000 2018|sladd|This is fudgemart. The e-commerce platform.
2444124747126710319|1531879870.58|Wed Jul 18 02:11:10 +0000 2018|otyme|I'm really enjoying my new stuff from fudgemart
846884832735695633|1518249529.73|Sat Feb 10 07:58:49 +0000 2018|cpayne|I make my first order from fudgemart last week.
252298099079539833|1543686862.88|Sat Dec 01 17:54:22 +0000 2018|benarreau|How old are your clothes? Buy new ones at Fudgemart?
1907080043500060145|1543397593.35|Wed Nov 28 09:33:13 +0000 2018|benarreau|Very satisfying when your package arrives from #fudgemart
1788532243335666089|1529410537.11|Tue Jun 19 12:15:37 +0000 2018|ojouglad|Do you enjoy books? Try @fudgemart.
3108752710262927771|1523907347.58|Mon Apr 16 19:35:47 +0000 2018|meyezing|This is fudgemart. The e-commerce platform.
4199366235528171945|1519303610.67|Thu Feb 22 12:46:50 +0000 2018|afresco|Yo, @fudgemart
1041698906082842334|1541704321.48|Thu Nov 08 19:12:01 +0000 2018|meyezing|How old are your clothes? Buy new ones at Fudgemart?
834345042087776411|1517198018.45|Mon Jan 29 03:53:38 +0000 2018|edetyers|My shopping experience was delightful, @fudgemart
3657887455714436486|1524987074.87|Sun Apr 29 07:31:14 +0000 2018|lkarforless|Just got some electronics from #fudgemart. Awesome!
3932029274669284134|1527245659.08|Fri May 25 10:54:19 +0000 2018|gmoss|I like the Fudgemart website
1708842135365594889|1523232285.3|Mon Apr 09 00:04:45 +0000 2018|edetyers|I was very happy with my latest purchase from #fudgemart
1677415947245443473|1526841725.86|Sun May 20 18:42:05 +0000 2018|iquitten|While I like their electronics, the books selection is lacking.
2944435736371388669|1538158277.54|Fri Sep 28 18:11:17 +0000 2018|meyezing|There are some new products on Fudgemart. #fudgemart
2018854622708340092|1526897606.78|Mon May 21 10:13:26 +0000 2018|vrhee|Techical support for my new computer as A+, thank you @fudgemart
3761960723435101927|1534339641.06|Wed Aug 15 13:27:21 +0000 2018|iquitten|Digital downloads selection on fudgemart is freakishly small. #bad
1416845632819936850|1535368134.53|Mon Aug 27 11:08:54 +0000 2018|sladd|Stellar experience at fudgemart. Kudos.
418105595652458701|1523669438.01|Sat Apr 14 01:30:38 +0000 2018|afresco|The books department at #fudgemart is amazing. Great support!
4329459345247189880|1532246987.35|Sun Jul 22 08:09:47 +0000 2018|edetyers|I love you, @fudgemart
4520026429758185831|1521426208.21|Mon Mar 19 02:23:28 +0000 2018|gmoss|Happy I bought my jewelry from @fudgemart
1812111783831252157|1538951823.95|Sun Oct 07 22:37:03 +0000 2018|benarreau|Glad I bought my books from @fudgemart
